HI,NO,2019,Quarter,1,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,NA,-9,NA
SI,NO,2019,Quarter,1,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,NA,NA,NA,NA,T,1.70441,-9,
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,6,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0271825,2.10414714040816,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,7,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0195625,2.33396480300457,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,8,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.006205,2.55503375841956,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,9,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0073425,2.76889218070584,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,10,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0009475,2.97627413335288,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,11,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0004775,3.17778959627236,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,12,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.000605,3.37475571440897,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,13,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0001125,3.56705215631749,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,14,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,3.5e-05,3.75522217495551,-9,-9,-9,-9
SD,NO,2019,Quarter,2,GNS_DEF_all_0_0_all,SubDiv,27.3.a.20,NA,HAD,NA,L,R,N,Age,15,15,-9,-9,-9,-9,-9,kg,k,year,NA,NA,0.0006425,4.68672191865312,-9,-9,-9,-9
